word,general,earn,acq,money,grain,crude,trade,interest,ship,wheat,corn
penney-NN,6,2,4,0,0,0,0,0,0,0,0
telephoniques-NNS,5,0,5,0,0,0,0,0,0,0,0
neptunia-NN,6,0,6,0,0,0,0,0,0,0,0
proportion-NN,23,4,4,4,2,2,4,6,1,2,0
if-IN,36,5,10,8,6,2,4,4,0,1,3
surface-NN,5,0,4,0,1,0,0,0,0,1,0
ban-VB,4,0,0,0,1,0,3,0,0,1,1
test-NN,46,5,9,16,4,5,7,11,0,0,0
more-NN,5,0,0,0,0,2,3,0,0,0,0
thousands-NNS,14,0,3,0,3,6,2,0,7,1,1
four-CD,520,237,98,45,41,45,33,36,21,17,28
cordoba-NN,13,0,0,0,13,0,0,0,0,0,13
pledge-NN,8,1,1,2,2,0,2,0,0,1,0
collective-JJ,4,0,1,0,0,0,2,0,1,0,0
divest-VB,16,1,16,0,0,0,0,0,0,0,0
refrain-VB,9,0,0,7,0,1,0,2,0,0,0
way-JJ,4,2,1,0,0,2,0,0,0,0,0
vast-JJ,7,0,0,2,0,1,3,0,2,0,0
itj-NN,7,0,7,0,0,0,0,0,0,0,0
discussing-VBG,17,3,10,0,1,1,1,0,1,0,0
sinking-VBG,6,1,4,0,0,0,0,0,1,0,0
septembers-NNS,4,0,0,2,1,0,2,0,0,1,1
publishing-NN,17,5,10,0,0,1,1,0,0,0,0
watched-VBN,7,0,0,6,0,0,1,1,0,0,0
johnson-NN,41,5,15,9,6,1,6,0,0,3,3
chicago-NN,46,5,21,6,6,0,0,3,6,1,5
highlighted-VBN,4,1,0,0,0,1,2,0,0,0,0
trilogy-NN,4,0,4,0,0,0,0,0,0,0,0
flooding-VBG,8,0,0,0,7,0,0,0,1,5,2
considerations-NNS,12,1,5,7,0,0,0,3,0,0,0
up-IN,392,96,77,44,50,60,45,31,25,19,26
greenbaum-NN,4,0,0,2,0,0,2,0,0,0,0
customers-NNS,74,17,20,13,2,13,1,13,2,1,0
elimination-NN,13,8,3,1,0,1,2,0,0,0,0
transportation-NN,66,6,44,0,7,3,1,0,7,2,2
tolerate-VB,5,0,1,0,0,0,1,3,0,0,0
previous-JJ,266,90,24,37,57,43,16,18,4,24,29
ship-VB,7,0,0,0,1,5,0,0,2,0,1
debts-NNS,35,13,3,10,0,6,5,0,1,0,0
bell-NN,30,15,14,0,1,0,0,0,0,0,1
hunter-NN,5,0,5,0,0,0,0,0,0,0,0
wiehn-NN,4,4,0,0,0,0,0,0,0,0,0
stress-NN,9,0,0,1,3,1,5,0,0,1,2
team-NN,16,1,3,2,2,0,6,2,0,2,0
volatile-JJ,10,5,0,2,0,2,1,1,0,0,0
downward-NN,19,4,2,9,1,4,0,1,0,1,0
melbourne-NN,5,3,0,0,0,0,0,0,2,0,0
revising-VBG,8,0,0,3,4,0,3,3,0,0,1
stg-NN,757,195,63,401,19,41,36,257,13,19,0
combat-VB,10,0,1,0,2,5,2,0,1,1,0
moderate-JJ,22,3,0,4,7,4,4,4,0,3,2
dormant-JJ,4,0,0,0,4,0,0,0,0,3,1
real-NN,13,7,3,1,0,1,0,1,0,0,0
merely-RB,6,1,1,2,0,0,1,2,0,0,0
decreased-VBN,11,4,1,0,3,3,1,0,0,2,1
san-JJ,5,1,4,0,0,0,0,0,0,0,0
newport-NN,7,1,6,0,0,0,0,0,0,0,0
communique-NN,10,1,0,2,0,7,1,0,5,0,0
quick-NN,5,0,1,1,0,1,2,0,1,0,0
for--NONE-,4,0,0,1,1,0,1,2,0,0,1
king-NN,6,2,2,0,0,3,0,0,0,0,0
convenience-NN,9,4,4,0,1,0,0,0,0,0,0
reliance-NN,21,2,2,1,0,16,2,0,0,0,0
committee-NN,300,3,46,69,68,26,85,25,6,41,23
liquidation-NN,4,1,3,0,0,0,0,0,0,0,0
marietta-NN,4,1,3,0,0,0,0,0,0,0,0
relying-VBG,6,0,0,1,1,3,2,0,0,0,1
suspicion-NN,4,1,2,0,0,0,0,0,1,0,0
aim-VBP,4,0,2,1,0,0,2,0,0,0,0
downs-NNS,6,6,0,0,0,0,0,0,0,0,0
gaspar-NN,4,0,0,0,0,4,0,0,0,0,0
lone-NN,4,0,3,0,1,0,0,0,0,0,0
even-RB,167,21,24,43,24,22,28,20,9,14,9
boeing-VBG,5,3,2,0,0,0,0,0,0,0,0
confidential-JJ,8,0,7,1,0,0,0,0,0,0,0
arabia-IN,4,0,0,0,1,3,0,0,0,1,0
realities-NNS,4,0,1,1,0,0,2,0,0,0,0
three-day-JJ,8,0,0,5,0,0,3,3,0,0,0
southeast-JJ,21,1,7,1,6,2,2,0,2,2,2
seem-NN,4,0,0,2,0,0,0,1,1,0,0
coordinated-VBN,7,0,0,7,0,0,0,1,0,0,0
capels-NNS,5,0,2,3,0,0,0,3,0,0,0
NUMBER-point-JJ,6,0,0,1,0,5,0,0,0,0,0
enthusiastic-JJ,4,0,1,0,0,1,1,1,0,0,0
design-NN,17,1,10,1,0,0,0,1,5,0,0
wonnacott-NN,4,0,0,0,0,0,4,0,0,0,0
hormuz-NN,15,0,0,0,0,8,0,0,15,0,0
connecticut-NN,11,3,8,0,0,0,0,0,0,0,0
allow-JJ,4,0,2,0,1,1,0,0,0,0,1
unissued-VBN,9,1,8,0,0,0,0,0,0,0,0
acquisition-NN,525,79,444,0,3,8,5,0,1,1,3
participating-NN,8,0,3,1,1,0,2,0,1,1,1
residents-NNS,13,0,1,7,3,1,0,1,0,0,0
because-IN,588,104,111,96,86,91,92,41,24,50,34
americas-NNS,12,0,7,2,0,0,4,0,0,0,0
longer-RBR,19,3,2,7,2,3,1,3,0,0,1
charges-NNS,96,74,11,1,0,3,4,1,4,0,0
borrowing-VBG,31,2,2,12,0,2,3,22,0,0,0
warranted-VBN,4,1,1,1,1,0,0,0,0,0,0
livestock-NN,13,0,3,0,8,1,1,0,0,4,5
proposes-VBZ,8,0,4,2,2,1,0,0,0,0,1
put-NN,8,2,3,2,0,1,0,1,0,0,0
non-regulated-JJ,5,2,1,0,0,0,2,0,0,0,0
atico-NN,4,1,3,0,0,0,0,0,0,0,0
petroleums-NNS,8,0,7,0,0,2,0,0,0,0,0
retired-VBN,4,1,1,0,1,1,0,0,0,0,0
sir-NN,11,7,4,0,0,2,1,0,0,0,0
wet-NN,18,3,10,0,10,0,0,0,0,4,7
message-NN,13,0,0,1,3,0,6,2,1,1,2
fine-NN,18,3,7,0,0,2,3,1,2,0,0
name-VB,13,1,11,1,0,0,0,0,0,0,0
flooded-VBN,4,0,0,0,3,0,0,0,1,0,3
wood-NN,15,5,7,0,0,1,3,0,0,0,0
present-VBP,7,1,3,1,0,1,0,1,0,0,0
united-JJ,75,3,9,15,6,18,23,1,7,5,6
plcs-NNS,22,4,14,0,0,6,1,0,0,0,0
doubling-NN,5,4,0,0,1,0,1,0,0,1,0
striking-JJ,9,0,1,0,0,1,1,1,5,0,0
threatened-VBN,36,1,5,6,4,8,12,2,6,3,0
brewer-NN,5,1,4,0,0,0,0,0,0,0,0
specific-JJ,79,26,9,16,6,5,17,5,4,2,1
vegetable-JJ,20,1,1,0,10,0,7,0,1,9,3
confirm-VB,10,0,2,3,1,2,1,0,2,1,0
fed-JJ,65,0,0,44,0,0,2,45,0,0,0
justice-NN,40,2,32,0,3,3,1,0,2,0,1
ownership-NN,59,12,46,0,0,5,0,0,0,0,0
delivery-NN,94,7,20,6,46,5,5,2,5,19,38
rada-NN,4,1,3,0,0,0,0,0,0,0,0
daily-RB,45,5,3,5,18,11,3,2,1,9,3
maximize-VB,7,0,5,0,0,1,1,0,0,0,0
unsolicited-VBN,9,0,9,0,0,0,0,0,0,0,0
opec-NN,270,2,1,1,0,268,1,2,0,0,0
objection-NN,4,0,2,0,0,1,1,0,0,0,0
communist-NN,4,0,0,0,3,1,0,0,1,0,0
contract-NN,134,15,18,23,25,47,1,14,11,5,14
leonard-NN,6,2,3,1,0,0,0,0,0,0,0
rico-NN,8,2,2,0,0,2,0,2,2,0,0
weyerhaeuser-NN,4,4,0,0,0,0,0,0,0,0,0
support-NN,143,4,23,24,37,21,26,23,11,22,12
analyst-NN,222,56,85,12,18,33,19,18,1,6,15
withdrawal-NN,19,6,8,0,0,4,1,0,2,0,0
lay-VB,10,2,4,0,0,0,1,0,3,0,0
houses-NNS,63,2,6,39,4,2,4,20,2,1,2
expertise-NN,6,0,5,0,0,1,0,0,0,0,0
answer-NN,24,3,2,7,3,1,6,5,0,2,1
asa-NN,5,0,0,2,2,0,1,0,0,0,2
intention-NN,35,0,21,6,2,3,2,2,1,0,1
office-NN,100,9,30,6,17,6,28,3,4,6,7
framework-NN,10,1,0,5,1,2,1,1,0,1,0
their-PRP$,843,53,203,193,91,90,172,65,57,45,33
cant-NN,6,0,3,0,0,0,3,0,0,0,0
wheat-VB,11,0,0,0,11,0,0,0,0,11,1
japanese-NN,65,1,17,18,0,1,29,1,3,0,0
us-japan-JJ,13,0,0,0,0,0,13,0,0,0,0
administrative-JJ,10,7,2,0,1,1,0,0,1,0,0
protectionism-NN,40,0,1,12,1,1,33,0,0,1,0
sugarcane-NN,4,0,0,0,4,0,0,0,0,3,2
de-NN,11,2,1,2,2,1,3,2,1,0,2
stoltenberg-NN,20,0,1,17,0,1,1,1,1,0,0
ucpb-NN,13,0,13,0,0,0,0,0,0,0,0
viability-NN,5,2,1,1,0,2,1,0,0,0,0
regulatory-NN,10,3,7,0,0,0,0,0,1,0,0
pre-tax-NN,5,5,0,0,0,0,0,0,0,0,0
hard-RB,35,4,4,9,6,2,9,2,3,6,2
civil-NN,12,4,1,1,1,0,5,1,0,0,0
independent-JJ,62,8,41,5,0,8,4,2,3,0,0
stick-VB,11,2,0,0,3,3,2,0,1,2,1
insist-VB,6,0,0,1,0,0,5,1,0,0,0
earth-NN,5,2,2,0,1,0,0,0,0,0,1
since-IN,451,61,89,108,64,52,48,50,25,32,30
accordingly-RB,7,2,3,2,0,0,1,1,0,0,0
datagraphix-NN,7,4,3,0,0,0,0,0,0,0,0
fill-VB,6,2,1,0,0,1,1,1,0,0,0
urgent-NN,8,0,0,1,0,0,8,0,0,0,0
forming-VBG,7,1,4,1,0,0,1,0,0,0,0
presence-NN,22,1,8,2,1,8,1,0,7,1,0
mcmillan-NN,4,0,0,0,0,4,0,0,0,0,0
gencorps-NNS,31,0,31,0,0,0,0,0,0,0,0
pork-NN,9,0,1,1,2,2,3,0,0,0,1
unless-IN,79,4,33,9,7,9,12,4,9,5,1
ariadnes-NNS,4,0,4,0,0,0,0,0,0,0,0
high-level-JJ,14,0,0,1,0,1,12,0,0,0,0
faces-NNS,17,3,1,0,4,2,3,0,5,0,0
drastic-JJ,18,1,0,8,3,1,3,0,2,0,3
amcs-NNS,16,1,15,0,0,0,0,0,0,0,0
spains-NNS,10,0,1,3,0,1,2,4,0,0,0
berisford-NN,5,1,4,0,0,0,0,0,0,0,0
lots-NNS,7,0,1,4,2,0,0,0,0,1,1
fitness-NN,13,7,11,2,0,0,0,0,0,0,0
armtek-NN,9,0,9,0,0,0,0,0,0,0,0
assure-VB,10,2,4,1,0,1,2,0,1,0,0
deal-NN,207,12,156,0,9,18,13,4,5,7,6
c-VBP,7,2,4,1,0,0,1,0,0,0,0
western-VB,7,1,1,1,0,2,2,0,1,0,0
bargaining-NN,4,0,0,1,0,0,3,1,0,0,0
trademarks-NNS,4,0,2,0,0,0,2,0,0,0,0
considered--NONE-,4,0,0,1,2,0,0,1,0,1,2
climb-VB,7,1,0,0,0,2,4,0,0,0,0
unprofitable-JJ,9,7,3,0,0,0,1,0,0,0,0
convert-VB,12,7,5,0,0,0,1,0,0,0,0
japanese-JJ,510,16,89,134,17,23,247,12,18,3,11
lawrence-NN,15,2,4,0,3,0,1,0,8,0,0
referred-VBD,4,0,1,2,1,0,0,0,0,0,1
using-VBG,54,5,6,13,4,14,9,6,10,2,3
referred-VBN,5,0,4,1,0,0,0,0,0,0,0
lear-JJ,9,0,8,0,0,1,0,0,0,0,0
review-VB,42,2,13,11,1,7,12,4,1,1,0
chris-NNS,4,2,1,1,0,2,0,0,0,0,0
fact-NN,50,8,5,14,5,7,9,6,1,2,2
cook-NN,11,5,8,0,0,1,1,0,1,0,0
ready-JJ,20,0,5,5,0,4,4,3,1,0,0
link-VB,6,0,1,2,0,1,0,1,1,0,0
meet-JJ,6,0,0,0,0,4,0,1,2,0,0
non-convertible-JJ,4,0,0,0,2,2,3,1,0,2,0
la-NN,27,3,11,0,8,4,0,1,1,2,8
mexicanos-NNS,5,0,0,0,0,5,0,0,0,0,0
fair-JJ,38,2,24,1,2,1,11,0,0,2,1
origin-NN,8,0,0,1,5,0,1,0,2,4,2
organisation-NN,42,1,6,5,3,11,19,0,4,1,1
trade-NN,1497,16,44,201,153,71,1168,29,23,83,66
bolivars-NNS,10,9,0,0,0,1,0,0,0,0,0
dormancy-NN,7,0,0,0,7,0,0,0,0,7,1
fully-RB,90,18,52,10,2,5,0,6,3,1,0
mitsubishi-NNS,5,1,4,0,0,0,0,0,0,0,0
house-VB,4,0,0,1,2,0,1,0,0,2,0
swift-NN,5,0,0,3,0,1,1,0,0,0,0
wealthy-JJ,5,0,4,0,0,1,0,0,0,0,0
suharto-IN,9,0,0,0,0,8,1,0,0,0,0
steels-NNS,4,1,2,0,0,0,0,0,1,0,0
shrs-NNS,659,658,1,0,0,0,0,0,0,0,0
band-NN,99,1,0,97,0,1,1,69,0,0,0
posts-NNS,7,0,3,0,0,3,0,1,0,0,0
percentage-NN,78,6,10,12,5,3,3,43,5,3,3
retreat-NN,4,0,0,2,0,1,0,1,0,0,0
maxtor-NN,5,0,5,0,0,0,0,0,0,0,0
lawn-NN,4,3,1,0,0,0,0,0,0,0,0
cts-VBZ,4,2,0,0,2,0,0,0,0,0,2
mannesmanns-NNS,5,4,1,0,0,0,0,0,0,0,0
apart-NN,13,4,3,4,1,2,0,2,1,0,1
often-RB,17,0,1,7,3,4,6,0,2,2,0
feel-NN,9,2,0,2,1,1,3,1,0,0,1
receive-JJ,10,1,3,0,5,0,0,1,0,5,2
yens-NNS,40,9,3,20,0,1,9,4,2,0,0
participating-VBG,13,2,7,1,2,1,0,0,0,0,2
world-NN,516,59,73,61,81,82,151,25,16,51,28
probability-NN,6,0,2,1,1,1,0,1,0,1,0
governor-NN,51,1,3,34,1,2,6,13,1,0,1
gardner-NN,15,0,15,0,0,0,0,0,0,0,0
korean-VBD,4,0,0,1,0,0,4,0,0,0,0
involved-VBN,65,10,32,10,6,4,4,4,2,1,2
reduction-NN,128,43,5,11,18,16,21,21,2,11,7
as-IN,2507,432,637,415,242,353,412,171,118,120,101
subscribers-NNS,10,3,7,0,0,0,0,0,0,0,0
tom-NN,15,1,2,0,7,0,2,2,1,4,1
dram-NN,4,0,0,0,0,0,4,0,0,0,0
we-JJ,277,39,54,39,32,53,60,14,20,15,15
linotype-NN,9,0,9,0,0,0,0,0,0,0,0
nippon-VB,5,1,4,0,0,1,0,0,0,0,0
corp-VB,19,4,14,0,0,0,0,1,0,0,0
thursdays-NNS,4,0,0,3,0,1,0,1,0,0,0
minimum-JJ,74,3,30,14,12,3,9,12,1,5,4
worries-NNS,6,0,0,6,0,0,2,4,0,0,0
management-JJ,4,1,3,0,0,0,0,0,0,0,0
hydrocracker-NN,10,0,0,0,0,10,0,0,0,0,0
orders-NNS,97,61,2,11,0,1,11,0,12,0,0
deadlocked-VBN,4,0,1,0,0,0,0,0,3,0,0
planters-NNS,6,0,5,0,1,0,0,0,0,1,0
kingdom-NN,23,5,8,3,0,7,0,2,0,0,0
sell-VB,352,36,252,22,17,26,12,3,4,11,10
-JJ,25,3,6,7,3,0,6,0,2,3,0
shown-VBN,18,2,3,3,2,7,2,1,0,1,0
depress-VB,5,1,0,2,0,2,1,0,0,0,0
refile-VB,4,0,4,0,0,0,0,0,0,0,0
assistant-NN,16,1,1,6,5,3,0,0,1,1,2
determined-VBN,45,8,14,8,1,5,7,1,2,0,0
optical-JJ,4,0,4,0,0,0,0,0,0,0,0
jose-NN,13,0,1,2,0,4,4,0,4,0,0
relatively-RB,54,11,5,15,4,8,7,16,0,1,2
pennsylvania-NN,13,2,9,0,0,2,0,0,0,0,0
postpone-NN,4,1,2,1,0,0,0,0,0,0,0
goodwill-NN,7,5,1,0,0,0,1,0,0,0,0
gencorp-VBP,12,1,12,0,0,0,0,0,0,0,0
each-DT,341,60,201,18,20,18,19,7,11,11,9
thailands-NNS,6,0,2,0,3,0,1,0,0,0,0
utility-NN,31,22,8,0,0,6,0,0,0,0,0
customarily-RB,4,2,0,0,0,0,0,2,0,0,0
net-JJ,3017,2884,68,17,9,28,14,16,0,2,0
oper-JJR,433,433,0,0,0,0,0,0,0,0,0
recoverable-JJ,4,0,0,0,2,2,0,0,0,0,2
mm-NN,33,2,1,0,30,0,0,0,0,0,30
weather-NN,92,5,0,2,68,5,6,2,12,44,26
discounts-NNS,12,2,0,0,0,10,0,0,0,0,0
older-JJR,4,2,0,0,2,0,0,0,1,0,0
lugar-NN,6,0,0,0,4,0,0,0,2,0,0
turn-NN,21,4,7,0,0,4,4,3,1,0,0
campaign-NN,16,1,2,0,9,1,1,0,3,4,4
insurer-NN,4,1,3,0,0,0,0,0,0,0,0
nichols-NNS,5,0,5,0,0,0,0,0,0,0,0
driel-NN,11,11,0,0,0,0,0,0,0,0,0
know-VBP,13,0,3,4,4,1,2,2,1,3,3
show-NN,16,2,1,1,5,1,6,0,1,3,5
prime-VBP,6,0,1,2,0,0,0,4,0,0,0
urges-NNS,4,0,0,0,3,0,0,1,0,2,2
prime-VBD,5,0,1,1,0,2,1,0,2,0,0
hillards-NNS,17,4,13,0,0,0,0,0,0,0,0
one-for-NUMBER-JJ,6,6,0,0,0,0,0,0,0,0,0
slow-JJ,40,6,1,9,11,7,6,4,2,4,4
erie-NN,4,0,0,0,1,0,0,0,4,0,0
takeovers-NNS,26,0,25,1,0,0,2,0,0,0,0
oats-NNS,18,0,3,0,15,0,0,0,0,8,10
questioned-VBD,6,1,3,1,1,0,0,0,0,1,0
NUMBER-d-JJ,4,0,4,0,0,0,0,0,0,0,0
poehl-NN,19,0,0,17,0,0,5,12,0,0,0
one-for-four-JJ,6,5,1,0,0,0,0,0,0,0,0
visit-NN,37,0,1,1,8,7,22,0,1,5,3
difficult-JJ,64,8,12,13,8,13,13,1,3,5,1
nakasone-NN,60,0,2,11,0,0,52,0,0,0,0
vernes-NNS,4,0,4,0,4,0,0,0,0,0,4
indian-NN,4,0,0,0,2,3,3,0,1,2,0
soybean-VBP,6,0,0,0,5,0,1,0,0,1,4
echlin-NN,5,2,3,0,0,0,0,0,0,0,0
groote-NN,8,8,0,0,0,0,0,0,0,0,0
good-JJ,176,57,25,17,30,21,31,12,3,13,15
rain-NN,26,0,0,0,17,2,4,0,3,7,5
active-JJ,48,8,10,15,10,4,0,4,2,4,3
arbitrageurs-NNS,7,0,7,0,0,0,0,0,0,0,0
magnetic-JJ,8,2,6,0,0,0,0,0,0,0,0
delivered-VBN,17,0,3,0,6,3,2,0,3,4,2
conagra-NN,7,0,7,0,0,0,0,0,0,0,0
maker-NN,64,12,48,1,0,0,4,0,0,0,0
citibank-NN,21,1,3,4,0,0,0,13,0,0,0
comalco-NN,9,9,0,0,0,0,0,0,0,0,0
acceleration-NN,6,1,4,1,0,0,0,1,0,0,0
discipline-NN,5,0,0,1,0,4,0,0,0,0,0
nortek-NN,5,0,5,0,0,0,0,0,0,0,0
there-JJ,76,4,15,22,11,4,16,10,4,5,5
anchor-NN,11,7,0,2,0,1,0,0,2,0,0
signups-NNS,4,0,0,0,4,0,0,0,0,0,4
i-NN,51,4,11,13,1,1,21,7,1,1,1
understanding-NN,14,2,3,0,0,0,8,0,1,0,0
rises-NNS,22,2,0,5,1,5,3,6,4,0,1
oriented-VBN,6,0,1,4,1,0,0,1,0,1,0
ray-NN,6,2,0,2,0,1,2,1,0,0,0
replacing-NN,4,1,2,0,0,1,0,0,0,0,0
hk-NN,41,20,18,0,0,0,2,0,1,0,0
slide-VBP,6,1,0,2,0,2,3,0,0,0,0
tmoc-NN,24,1,23,0,0,6,0,0,0,0,0
next-IN,66,7,7,10,11,3,23,9,5,3,5
marines-NNS,21,0,1,0,0,8,0,0,20,0,0
not-RB,2491,374,768,396,287,270,363,171,105,161,113
flowers-NNS,4,4,0,0,0,0,0,0,0,0,0
concepts-NNS,4,1,2,1,0,0,0,0,0,0,0
slb-NN,5,0,4,0,0,1,0,0,0,0,0
concerted-VBN,8,0,0,7,0,0,1,0,0,0,0
NUMBER-pct-JJ,11,4,6,0,1,0,0,0,0,0,1
india-NNS,21,0,1,0,9,9,10,0,3,6,0
india-NNP,4,0,0,0,2,2,4,0,0,2,0
bil-JJ,5,0,5,0,0,0,0,0,0,0,0
reasonably-RB,8,0,1,2,4,1,2,0,0,2,2
regulators-NNS,22,6,6,8,1,1,0,8,0,1,0
two-CD,1289,384,306,158,134,113,151,104,77,63,69
appreciation-NN,32,10,2,15,0,2,7,2,0,0,0
japan-NN,584,12,47,232,24,16,279,28,17,9,14
trouble-JJ,5,1,0,1,1,2,0,0,0,0,0
cyacq-NN,43,0,43,0,0,0,0,0,0,0,0
usda-NN,176,0,0,0,165,1,4,0,25,68,105
cable-JJ,93,10,67,5,0,0,15,1,0,0,0
yorks-NNS,4,0,0,4,0,0,1,0,0,0,0
exact-JJ,23,7,5,1,3,1,3,1,3,1,1
fled-VBD,4,0,1,0,0,3,0,0,2,0,0
maintain-NN,4,0,1,1,1,1,0,0,0,1,0
beach-NN,12,0,11,0,0,1,0,0,0,0,0
truck-NN,21,12,7,0,1,1,0,1,0,0,1
jungle-NN,5,0,0,0,0,5,0,0,0,0,0
one-quarter-JJ,4,0,1,0,0,1,0,2,0,0,0
method-NN,18,17,1,0,0,0,0,0,0,0,0
morris-NNS,7,5,2,0,0,0,0,0,0,0,0
travel-NN,7,0,5,1,1,0,0,0,0,1,0
slowly-RB,13,4,2,2,3,1,4,0,0,0,2
believe-NN,19,3,6,3,1,6,1,0,0,1,1
blocking-VBG,4,0,3,0,0,0,1,0,0,0,0
subcommittee-NN,88,0,14,10,22,6,35,4,2,14,4
refused-VBD,33,0,9,9,3,9,3,3,1,1,0
refused-VBN,11,0,1,6,1,1,2,2,1,0,1
rosario-NN,10,0,6,0,3,4,0,0,3,0,0
inevitable-JJ,11,0,1,6,0,3,2,1,0,0,0
non-operating-JJ,4,4,0,0,0,0,0,0,0,0,0
aircraft-NN,52,16,12,0,1,7,13,0,10,1,0
ferdinand-NN,6,0,5,0,0,0,0,1,0,0,0
estimates-NNS,101,31,5,4,39,21,1,2,3,6,35
close-RB,21,7,2,4,1,2,1,1,4,0,0
director-NN,127,18,45,17,14,16,20,7,4,6,6
finished-VBD,4,0,0,3,0,1,0,0,0,0,0
finished-VBN,6,0,0,1,0,5,0,1,0,0,0
phoenix-NN,6,0,6,0,0,0,0,0,0,0,0
counties-NNS,12,0,5,0,7,0,0,0,1,1,3
guinea-NN,5,0,1,0,0,4,0,0,0,0,0
one-NN,15,1,4,5,2,1,1,3,0,1,1
prospective-JJ,6,1,2,0,1,2,0,0,0,1,0
merrill-NN,43,4,23,6,2,0,5,5,0,0,2
starting-VBG,39,11,2,8,2,2,6,5,8,0,1
television-NN,91,16,44,7,0,9,11,2,5,0,0
moderately-RB,4,0,2,1,0,0,1,0,0,0,0
formerly-RB,24,10,10,2,0,2,0,0,0,0,0
exports-NN,8,0,0,0,2,2,7,1,1,2,0
restrained-VBN,5,1,1,0,1,0,2,0,0,1,0
unilaterally-RB,5,1,1,0,1,0,2,0,0,1,0
both-JJ,6,1,1,2,1,1,0,0,0,1,1
invited-VBN,15,1,1,10,1,1,0,7,1,0,0
invested-VBN,15,4,4,1,0,4,0,3,0,0,0
boddington-NN,5,5,0,0,0,0,0,0,0,0,0
consensus-NN,18,0,0,2,0,1,12,3,0,0,0
overseas-JJ,75,19,21,14,4,10,14,6,0,1,1
failed-VBD,32,2,11,8,3,3,3,3,1,1,2
failed-VBN,23,4,3,4,3,0,8,2,0,3,0
supply-RB,71,2,13,19,12,25,0,13,1,8,6
subsequent-NN,5,3,1,0,1,0,0,0,0,0,0
sold-VBD,156,31,93,12,6,10,9,3,2,6,2
depreciated-VBN,4,0,0,4,0,0,0,0,0,0,0
can-NN,4,1,0,1,1,2,0,0,0,1,0
expert-NN,7,0,1,2,0,1,2,0,1,0,0
shut-VB,4,0,0,0,0,3,1,0,0,0,0
all-PDT,32,4,20,2,3,5,1,0,0,1,3
definite-JJ,9,2,2,4,1,0,0,1,0,0,0
concepcion-NN,11,0,0,0,0,0,11,0,0,0,0
admission-NN,5,0,0,0,0,1,3,0,2,0,0
att-NN,23,21,2,0,0,0,0,0,0,0,0
require-VB,48,4,14,5,10,4,12,3,1,6,5
dlr-a-share-JJ,6,1,5,0,0,0,0,0,0,0,0
cuts-NNS,110,8,0,29,13,7,32,42,3,8,5
studies-NNS,14,0,2,2,1,5,3,0,1,1,0
seem-VB,4,1,1,0,0,0,3,0,0,0,0
tightness-NN,6,0,0,5,1,0,0,5,0,0,0
therefore-VB,9,1,3,1,1,0,3,0,0,1,0
labour-PRP$,17,0,0,0,0,8,2,0,13,0,0
full-scale-JJ,6,0,0,0,1,0,5,0,0,1,0
borrow-VB,9,1,0,2,1,0,0,5,0,1,0
july-RB,149,59,24,6,26,6,23,3,6,15,11
circulated-VBN,4,0,1,1,2,0,0,0,0,0,2
integrated-VBN,11,2,9,0,0,0,0,0,0,0,0
uncertain-NN,9,4,1,2,2,0,1,0,0,2,1
oil-NN,1735,199,167,23,37,1376,66,20,98,25,17
memphis-NN,4,1,2,0,1,0,0,0,0,1,1
doing-NN,5,0,3,0,1,0,1,0,0,1,0
want-VBP,48,3,6,8,7,4,14,4,5,5,2
v-NN,9,0,2,0,7,0,0,0,1,7,7
alone-NN,7,2,2,2,0,0,2,0,0,0,0
rental-JJ,8,6,0,0,1,0,0,1,0,0,1
twa-NN,111,0,111,0,0,0,0,0,0,0,0
mln-NN,11355,7629,1540,480,714,762,343,291,136,359,389
participants-NNS,30,1,1,9,7,2,3,12,0,6,0
injunction-NN,15,0,12,0,0,1,0,0,2,0,0
twas-NNS,14,0,14,0,0,0,0,0,0,0,0
visible-JJ,16,1,2,4,1,0,9,3,0,0,0
losing-VBG,20,2,3,3,3,1,8,1,2,0,2
bulls-NNS,4,1,3,0,0,0,0,0,0,0,0
calls-VBZ,31,2,20,0,2,2,6,0,1,1,1
west-VB,5,1,1,0,1,0,2,0,0,1,0
circulation-NN,32,0,9,23,0,0,0,9,0,0,0
medium-sized-JJ,6,1,0,3,1,0,0,1,0,1,0
limits-NNS,38,2,11,6,11,3,3,3,1,9,1
adequacy-NN,6,3,2,1,0,0,0,1,1,0,0
engage-NN,4,0,1,0,0,1,2,0,1,0,0
traditionally-RB,19,5,0,4,2,5,2,2,0,1,1
industrialized-VBN,9,0,0,6,0,0,6,0,0,0,0
broke-NN,8,1,2,1,1,0,1,0,2,1,1
underwriter-NN,5,1,4,0,0,0,0,0,0,0,0
portfolios-NNS,6,1,0,5,0,0,0,0,0,0,0
anthony-NN,5,2,2,1,0,0,1,0,0,0,0
gauge-VB,4,1,0,1,1,1,0,2,0,0,1
control-NN,235,23,173,11,9,10,9,4,6,4,5
strike-bound-JJ,5,0,0,0,0,2,0,0,5,0,0
processors-NNS,4,0,0,0,1,0,2,0,1,0,1
icc-NN,17,0,17,0,0,0,0,0,0,0,0
herman-NN,5,0,1,0,0,0,2,0,2,0,0
all-DT,649,99,289,57,66,64,62,37,34,30,31
norris-NNS,4,0,4,0,0,0,0,0,0,0,0
permitted-VBN,9,0,2,0,1,0,5,0,1,0,1
tone-NN,11,1,0,1,0,2,5,2,1,0,0
